file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
test_processed,0.0,4.64,5ade3f33-28e8-41a3-b449-8f12ccc33fb8,-59.24124461206897,-59.613572650485565,1.4433773935899454,13.069500575741547
