file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
test_processed,0.0,2.816,7ca1420c-868f-4e8e-aa5a-53d11fd0e158,-58.725461269946805,-59.246343465951774,1.3553431870287496,26.684511227199017
